event_id,timestamp,repo_type,module_name,change_type,component_type,function_category,lines_changed,files_changed,dependency_depth,shared_component,historical_failure_count,historical_change_frequency,days_since_last_failure,test_coverage_level,tests_impacted,failure_occurred,failure_severity
EVT-B0B84760,2025-06-11T06:31:58Z,monolith,AccountSettings,CONFIG_CHANGE,API,profile,237,13,1,False,41,17,268,high,24,0,none
EVT-67B387EB,2025-06-11T12:02:54Z,microservices,QueryOptimizer,API_CHANGE,API,search,43,1,0,False,41,15,137,medium,25,0,none
EVT-D5AEF489,2025-06-12T12:24:48Z,microservices,MaintenanceHandler,SERVICE_LOGIC_CHANGE,API,admin,325,5,2,False,41,13,252,low,6,0,none
EVT-F6D3E4A9,2025-06-12T14:09:19Z,microservices,PayoutController,SERVICE_LOGIC_CHANGE,API,payment,81,1,0,False,1852,15,291,high,104,0,none
EVT-797249CC,2025-06-12T21:38:19Z,microservices,PermissionValidator,UI_CHANGE,UI,auth,1575,22,0,False,41,15,194,high,192,0,none
EVT-3E78BE2F,2025-06-12T07:39:12Z,monolith,UserManager,SERVICE_LOGIC_CHANGE,SERVICE,admin,389,6,7,False,41,17,190,medium,33,0,none
EVT-8D05980A,2025-06-12T21:22:00Z,microservices,FacetProcessor,SERVICE_LOGIC_CHANGE,API,search,99,3,2,True,41,17,122,high,33,1,medium
EVT-FAE6F68C,2025-06-12T20:51:57Z,microservices,UserAuthenticator,SERVICE_LOGIC_CHANGE,SERVICE,auth,50,2,4,False,41,20,54,medium,38,0,none
EVT-040BE5CB,2025-06-12T18:57:15Z,monolith,PayoutController,CONFIG_CHANGE,SERVICE,payment,1145,25,1,False,41,17,260,medium,176,1,low
EVT-38EDE842,2025-06-13T05:49:56Z,monolith,GenericHandler,API_CHANGE,API,misc,61,1,3,True,41,14,134,low,15,1,medium
EVT-4B86C89D,2025-06-13T23:08:52Z,monolith,UserAuthenticator,UI_CHANGE,UI,auth,56,1,2,True,41,12,157,high,30,0,none
EVT-81FE3055,2025-06-13T15:19:26Z,microservices,SessionController,API_CHANGE,API,auth,58,1,2,True,41,19,153,medium,111,1,high
EVT-0F88AAEA,2025-06-13T04:06:43Z,monolith,DataAggregator,SERVICE_LOGIC_CHANGE,SERVICE,analytics,42,1,1,False,1861,17,135,low,7,0,none
EVT-752DF3A6,2025-06-13T17:50:02Z,microservices,NotificationPrefs,API_CHANGE,API,profile,85,1,1,False,41,15,254,medium,12,1,medium
EVT-EA8CE77C,2025-06-13T07:16:26Z,microservices,UserAuthenticator,UI_CHANGE,UI,auth,296,7,0,False,41,20,67,low,49,0,none
EVT-36E8159F,2025-06-13T13:31:43Z,microservices,UserPreferences,SERVICE_LOGIC_CHANGE,SERVICE,profile,231,3,1,False,41,17,328,low,10,0,none
EVT-9850F1E6,2025-06-14T02:04:56Z,microservices,UserPreferences,UI_CHANGE,UI,profile,82,1,1,False,41,16,75,medium,34,0,none
EVT-83EA9E0C,2025-06-14T20:49:41Z,microservices,AdminConsole,SERVICE_LOGIC_CHANGE,API,admin,81,2,0,False,41,18,259,medium,30,0,none
EVT-54F262F2,2025-06-14T00:26:54Z,microservices,GenericHandler,API_CHANGE,API,misc,98,1,7,False,1865,19,165,low,49,0,none
EVT-8302A52B,2025-06-14T19:26:13Z,microservices,PaymentGateway,UI_CHANGE,UI,payment,66,1,2,True,41,18,279,low,6,0,none
EVT-BBC2BFB6,2025-06-14T10:49:47Z,monolith,InvoiceGenerator,SERVICE_LOGIC_CHANGE,SERVICE,payment,85,1,3,True,41,19,46,medium,32,0,none
EVT-013F41D0,2025-06-14T05:13:10Z,monolith,CommonUtils,API_CHANGE,API,misc,435,17,2,True,41,15,84,medium,160,0,none
EVT-DB3C7BD0,2025-06-15T12:53:23Z,monolith,MetricsCollector,SERVICE_LOGIC_CHANGE,SERVICE,analytics,164,2,3,False,41,13,250,low,14,0,none
EVT-0B77A612,2025-06-15T16:55:34Z,microservices,RankingAlgorithm,SERVICE_LOGIC_CHANGE,API,search,99,1,5,True,41,16,195,high,45,0,none
EVT-2DFCFDEA,2025-06-15T18:17:59Z,monolith,CredentialStore,API_CHANGE,API,auth,162,3,9,True,41,13,278,medium,35,1,medium
EVT-F71097E1,2025-06-15T22:56:21Z,microservices,SubscriptionManager,CONFIG_CHANGE,SERVICE,payment,2446,41,1,False,41,17,226,low,4,1,low
EVT-D9DC0901,2025-06-15T15:54:45Z,monolith,CoreModule,SERVICE_LOGIC_CHANGE,API,misc,96,1,2,True,41,15,300,high,54,0,none
EVT-7E2726FB,2025-06-15T11:52:28Z,microservices,ProfileValidator,API_CHANGE,API,profile,442,8,4,True,41,12,315,medium,73,0,none
EVT-0A47B722,2025-06-15T17:22:24Z,monolith,CommonUtils,SERVICE_LOGIC_CHANGE,API,misc,185,2,3,True,41,20,239,low,12,0,none
EVT-E62ABECB,2025-06-16T02:12:50Z,monolith,GenericHandler,API_CHANGE,API,misc,92,4,2,True,41,13,66,medium,63,1,medium
EVT-68BE1DA0,2025-06-16T05:20:29Z,microservices,UtilityService,API_CHANGE,API,misc,1560,39,3,True,41,18,87,low,3,0,none
EVT-1B929DC6,2025-06-16T15:30:04Z,monolith,ProfileService,API_CHANGE,API,profile,75,3,2,False,41,17,68,medium,114,0,none
EVT-D70F174E,2025-06-16T05:20:19Z,microservices,SupportService,UI_CHANGE,UI,misc,8,1,5,True,41,14,49,medium,20,0,none
EVT-4E181721,2025-06-16T12:26:28Z,monolith,UserManager,API_CHANGE,API,admin,1342,22,1,False,41,12,73,low,0,0,none
EVT-7136598C,2025-06-16T10:58:41Z,microservices,AdminConsole,API_CHANGE,API,admin,318,8,3,False,41,18,221,medium,22,0,none
EVT-36A61B57,2025-06-16T06:34:46Z,microservices,SubscriptionManager,SERVICE_LOGIC_CHANGE,API,payment,859,20,3,False,41,18,204,high,69,0,none
EVT-17D98647,2025-06-17T22:49:59Z,microservices,PermissionValidator,SERVICE_LOGIC_CHANGE,SERVICE,auth,58,2,2,False,1874,14,123,high,174,0,none
EVT-523A88A2,2025-06-17T02:55:28Z,microservices,HelperFunctions,SERVICE_LOGIC_CHANGE,SERVICE,misc,77,2,4,False,41,19,348,low,11,0,none
EVT-CA8C5D70,2025-06-17T07:27:41Z,monolith,SharedLibrary,SERVICE_LOGIC_CHANGE,SERVICE,misc,94,3,9,False,41,17,2,medium,104,0,none
EVT-BBE572B4,2025-06-17T18:59:39Z,microservices,UtilityService,UI_CHANGE,UI,misc,8,1,3,False,41,14,270,low,5,0,none
EVT-44DA30C0,2025-06-17T02:34:47Z,monolith,UtilityService,SERVICE_LOGIC_CHANGE,API,misc,14,1,5,False,41,16,150,medium,11,0,none
EVT-6E93201B,2025-06-17T13:14:48Z,microservices,LoginHandler,UI_CHANGE,UI,auth,100,2,0,True,1875,16,15,high,68,0,none
EVT-28B3CB1C,2025-06-17T00:19:48Z,monolith,AutocompleteHandler,CONFIG_CHANGE,API,search,315,8,6,True,41,14,266,medium,27,1,medium
EVT-4FDE28F8,2025-06-18T18:58:34Z,monolith,SubscriptionManager,CONFIG_CHANGE,API,payment,62,1,6,True,41,19,30,high,55,0,none
EVT-CF03D8E2,2025-06-18T00:24:17Z,monolith,NotificationPrefs,API_CHANGE,API,profile,307,7,3,True,41,12,245,low,1,0,none
EVT-A29ADABC,2025-06-18T10:18:49Z,monolith,SearchEngine,CONFIG_CHANGE,API,search,84,1,3,False,41,19,274,medium,67,0,none
EVT-D2F71956,2025-06-18T12:15:38Z,monolith,FeatureFlagService,CONFIG_CHANGE,API,admin,96,1,6,True,1880,18,307,low,1,0,none
EVT-B006D37E,2025-06-18T05:50:30Z,microservices,SystemMonitor,SERVICE_LOGIC_CHANGE,API,admin,320,7,3,True,41,17,137,high,29,0,none
EVT-5AA4D872,2025-06-18T02:24:11Z,monolith,CommonUtils,API_CHANGE,API,misc,58,1,4,True,41,19,343,low,13,0,none
EVT-83A81087,2025-06-18T14:42:25Z,microservices,RankingAlgorithm,SERVICE_LOGIC_CHANGE,SERVICE,search,29,1,2,False,41,20,61,low,2,1,medium
EVT-82A61A3A,2025-06-19T20:03:04Z,microservices,DataAggregator,SERVICE_LOGIC_CHANGE,API,analytics,49,1,0,False,41,17,45,high,175,0,none
EVT-B8EB7F07,2025-06-19T18:00:04Z,microservices,DataExporter,CONFIG_CHANGE,SERVICE,profile,65,1,4,True,41,15,113,low,9,0,none
EVT-DFC41699,2025-06-19T14:32:09Z,monolith,InvoiceGenerator,CONFIG_CHANGE,SERVICE,payment,78,1,5,False,41,14,20,low,7,1,low
EVT-BD3FCAF6,2025-06-19T16:32:57Z,microservices,OAuthProvider,API_CHANGE,API,auth,384,5,3,True,41,16,19,medium,5,1,high
EVT-010D5526,2025-06-19T12:13:35Z,monolith,BaseController,API_CHANGE,API,misc,24,1,2,True,41,15,139,low,8,0,none
EVT-36A76D04,2025-06-19T00:19:41Z,monolith,SystemMonitor,API_CHANGE,API,admin,30,1,1,False,41,20,297,medium,37,0,none
EVT-CBD5F77F,2025-06-19T14:32:00Z,monolith,SubscriptionManager,UI_CHANGE,UI,payment,22,1,2,False,41,14,108,medium,30,0,none
EVT-FBFF25AD,2025-06-20T08:08:56Z,microservices,SharedLibrary,UI_CHANGE,UI,misc,83,1,2,True,1887,18,250,high,42,0,none
EVT-9A0DAC83,2025-06-20T20:56:48Z,monolith,BaseController,SERVICE_LOGIC_CHANGE,API,misc,37,1,9,True,41,20,230,low,15,0,none
EVT-6136F5E6,2025-06-20T10:49:59Z,monolith,CommonUtils,CONFIG_CHANGE,API,misc,133,3,1,True,41,15,357,low,22,1,medium
EVT-DB022823,2025-06-20T03:54:26Z,microservices,FilterService,API_CHANGE,API,search,1095,32,2,False,41,14,255,low,3,0,none
EVT-9AD966D7,2025-06-20T11:36:28Z,monolith,TransactionProcessor,API_CHANGE,API,payment,30,1,6,False,41,18,57,high,57,1,medium
EVT-EF7E869D,2025-06-20T21:26:02Z,microservices,InsightsProcessor,SERVICE_LOGIC_CHANGE,API,analytics,1618,89,3,False,41,18,25,high,92,0,none
EVT-D2E61CC4,2025-06-20T08:40:48Z,microservices,DashboardService,UI_CHANGE,UI,analytics,9,1,1,False,41,21,278,medium,37,0,none
EVT-5E896A98,2025-06-21T06:10:23Z,microservices,SupportService,API_CHANGE,API,misc,40,1,1,True,41,13,130,low,1,0,none
EVT-C7EC46E4,2025-06-21T15:15:29Z,monolith,IndexManager,API_CHANGE,API,search,630,10,4,False,41,21,68,medium,97,0,none
EVT-401FB02C,2025-06-21T01:33:57Z,microservices,RankingAlgorithm,UI_CHANGE,UI,search,58,1,2,False,41,13,205,low,40,0,none
EVT-35379443,2025-06-21T02:27:08Z,monolith,SystemMonitor,SERVICE_LOGIC_CHANGE,SERVICE,admin,23,1,6,False,41,21,306,low,9,0,none
EVT-B826156E,2025-06-21T13:50:48Z,monolith,TrendAnalyzer,SERVICE_LOGIC_CHANGE,API,analytics,451,18,2,True,41,13,49,high,200,1,low
EVT-9FD93F24,2025-06-21T00:26:53Z,microservices,FacetProcessor,SERVICE_LOGIC_CHANGE,SERVICE,search,22,1,3,False,41,13,208,medium,191,0,none
EVT-A2C438CA,2025-06-22T14:47:26Z,monolith,RankingAlgorithm,UI_CHANGE,UI,search,57,2,3,False,41,13,353,low,89,0,none
EVT-C32ACE22,2025-06-22T03:34:47Z,microservices,AdminConsole,SERVICE_LOGIC_CHANGE,API,admin,141,9,4,True,41,18,57,low,10,1,low
EVT-BBB6E5FD,2025-06-22T09:09:49Z,monolith,AutocompleteHandler,API_CHANGE,API,search,45,1,3,False,41,19,145,medium,16,0,none
EVT-7C8F7766,2025-06-22T23:41:06Z,microservices,PayoutController,API_CHANGE,API,payment,62,1,2,False,41,13,34,high,40,1,high
EVT-8694E331,2025-06-22T20:58:36Z,microservices,OAuthProvider,SERVICE_LOGIC_CHANGE,API,auth,100,1,2,False,41,15,345,medium,219,0,none
EVT-C4174873,2025-06-22T23:38:27Z,microservices,WalletService,SERVICE_LOGIC_CHANGE,API,payment,19,1,0,False,41,13,248,medium,76,0,none
EVT-EDABC554,2025-06-22T12:44:58Z,monolith,MaintenanceHandler,UI_CHANGE,UI,admin,1569,27,1,True,41,17,179,low,14,1,low
EVT-359D9BAF,2025-06-23T20:51:33Z,monolith,RefundHandler,API_CHANGE,API,payment,40,1,7,False,41,20,128,low,7,1,medium
EVT-48B75AB8,2025-06-23T12:56:27Z,monolith,LoginHandler,UI_CHANGE,UI,auth,25,1,6,False,41,13,261,high,32,0,none
EVT-0086F3D9,2025-06-23T07:40:14Z,monolith,TokenManager,API_CHANGE,API,auth,99,2,3,True,41,21,263,high,21,0,none
EVT-EE709C5D,2025-06-23T12:10:08Z,monolith,QueryOptimizer,SERVICE_LOGIC_CHANGE,SERVICE,search,64,2,5,False,41,18,17,medium,9,0,none
EVT-A83A1F8C,2025-06-23T22:30:35Z,monolith,HelperFunctions,SERVICE_LOGIC_CHANGE,API,misc,9,1,2,False,41,18,309,medium,26,0,none
EVT-940BAC8C,2025-06-23T23:17:08Z,monolith,AutocompleteHandler,SERVICE_LOGIC_CHANGE,SERVICE,search,68,1,5,False,41,18,108,high,29,0,none
EVT-03463CE6,2025-06-23T18:56:27Z,microservices,DashboardService,SERVICE_LOGIC_CHANGE,SERVICE,analytics,28,1,5,True,1903,19,284,high,166,0,none
EVT-DB3F2E1D,2025-06-24T23:36:44Z,monolith,TrendAnalyzer,API_CHANGE,API,analytics,53,1,6,False,41,14,193,medium,35,0,none
EVT-0F3FDCD3,2025-06-24T05:08:21Z,monolith,QueryOptimizer,API_CHANGE,API,search,2310,38,3,False,42,16,110,medium,6,1,medium
EVT-410E2962,2025-06-24T12:08:45Z,microservices,WalletService,SERVICE_LOGIC_CHANGE,SERVICE,payment,56,1,1,True,1902,21,211,high,25,0,none
EVT-CCE4BB56,2025-06-24T06:36:47Z,monolith,EventTracker,API_CHANGE,API,analytics,63,1,3,False,42,19,211,high,40,1,medium
EVT-D30F66D1,2025-06-24T15:36:34Z,monolith,CoreModule,SERVICE_LOGIC_CHANGE,SERVICE,misc,253,6,4,True,42,14,215,low,2,0,none
EVT-368F088D,2025-06-24T22:01:27Z,monolith,BillingService,API_CHANGE,API,payment,75,2,8,True,42,17,362,high,66,0,none
EVT-47C4B062,2025-06-24T13:13:20Z,monolith,LoginHandler,SERVICE_LOGIC_CHANGE,SERVICE,auth,17,1,3,False,42,14,211,medium,27,0,none
EVT-E3A65748,2025-06-25T04:00:02Z,microservices,TokenManager,API_CHANGE,API,auth,42,1,1,False,42,18,279,high,60,1,low
EVT-17F3F823,2025-06-25T14:43:53Z,microservices,ReportGenerator,UI_CHANGE,UI,analytics,31,1,3,False,42,17,234,high,51,0,none
EVT-C7CE1132,2025-06-25T03:20:01Z,monolith,PermissionValidator,SERVICE_LOGIC_CHANGE,SERVICE,auth,27,1,2,False,42,19,317,low,5,0,none
EVT-2BE9F34A,2025-06-25T02:21:01Z,microservices,ReportGenerator,SERVICE_LOGIC_CHANGE,SERVICE,analytics,31,1,1,False,42,21,8,medium,94,0,none
EVT-00F02C4F,2025-06-25T10:18:43Z,microservices,UtilityService,API_CHANGE,API,misc,95,2,2,False,42,20,125,low,35,1,low
EVT-332232F3,2025-06-25T19:50:51Z,monolith,EventTracker,API_CHANGE,API,analytics,45,1,4,False,42,21,301,medium,39,1,medium
EVT-7CE2B4FE,2025-06-25T02:30:23Z,microservices,DataAggregator,CONFIG_CHANGE,SERVICE,analytics,41,1,0,False,42,15,186,medium,14,0,none
EVT-80147ADE,2025-06-26T12:45:42Z,microservices,LoginHandler,API_CHANGE,API,auth,59,3,3,True,1907,18,32,low,1,1,high
EVT-1ED0C91B,2025-06-26T10:03:48Z,microservices,RefundHandler,SERVICE_LOGIC_CHANGE,SERVICE,payment,23,1,0,False,1911,14,272,high,37,0,none
EVT-3ACB2F2D,2025-06-26T02:18:59Z,microservices,ProfileService,UI_CHANGE,UI,profile,8,1,2,False,42,13,145,low,6,0,none
EVT-DB829766,2025-06-26T08:40:32Z,microservices,CommonUtils,SERVICE_LOGIC_CHANGE,API,misc,60,2,2,True,42,21,137,medium,213,1,medium
EVT-7698F5FB,2025-06-26T09:23:19Z,monolith,PermissionValidator,SERVICE_LOGIC_CHANGE,SERVICE,auth,69,3,3,True,42,17,59,high,116,0,none
EVT-65C7B3F0,2025-06-26T14:42:42Z,monolith,UserAuthenticator,SERVICE_LOGIC_CHANGE,SERVICE,auth,64,2,3,True,42,16,50,medium,96,0,none
EVT-CC20AD60,2025-06-26T14:16:15Z,monolith,SessionController,SERVICE_LOGIC_CHANGE,API,auth,42,1,5,True,42,14,289,low,31,0,none
EVT-E6FCF52C,2025-06-27T21:30:00Z,monolith,AuthService,SERVICE_LOGIC_CHANGE,API,auth,29,1,1,True,1912,19,261,high,45,0,none
EVT-07BE2A8B,2025-06-27T09:47:33Z,microservices,QueryOptimizer,API_CHANGE,API,search,258,6,5,False,42,20,123,high,71,0,none
EVT-8ACFA283,2025-06-27T11:40:48Z,microservices,PayoutController,SERVICE_LOGIC_CHANGE,API,payment,155,1,2,True,42,13,33,high,78,1,medium
EVT-18942AF1,2025-06-27T07:12:20Z,monolith,SubscriptionManager,API_CHANGE,API,payment,230,15,8,True,42,20,231,high,75,1,low
EVT-E560B190,2025-06-27T07:44:36Z,microservices,BillingService,SERVICE_LOGIC_CHANGE,SERVICE,payment,74,1,2,False,42,16,338,medium,7,0,none
EVT-6043662D,2025-06-27T07:13:35Z,microservices,LoginHandler,API_CHANGE,API,auth,36,1,2,True,1912,15,117,high,72,0,none
EVT-11BE9702,2025-06-27T20:18:47Z,microservices,AutocompleteHandler,SERVICE_LOGIC_CHANGE,SERVICE,search,77,4,3,False,42,21,306,low,0,0,none
EVT-7B55BB91,2025-06-28T07:06:26Z,monolith,AvatarHandler,SERVICE_LOGIC_CHANGE,API,profile,44,1,5,True,42,20,231,low,5,0,none
EVT-CF9A2C53,2025-06-28T14:31:32Z,monolith,CommonUtils,API_CHANGE,API,misc,36,1,3,True,42,15,72,low,83,0,none
EVT-0540EF27,2025-06-28T01:35:55Z,microservices,RankingAlgorithm,SERVICE_LOGIC_CHANGE,SERVICE,search,65,3,5,False,42,19,288,high,167,0,none
EVT-8B5E1E97,2025-06-28T05:06:45Z,monolith,AutocompleteHandler,UI_CHANGE,UI,search,62,1,5,False,42,20,223,low,6,0,none
EVT-14AC292E,2025-06-28T17:04:42Z,microservices,DataAggregator,API_CHANGE,API,analytics,398,7,2,False,1915,13,94,medium,39,1,low
EVT-651CF924,2025-06-28T17:48:49Z,microservices,FilterService,API_CHANGE,API,search,433,9,0,False,42,15,243,high,65,0,none
EVT-5E8FFB35,2025-06-29T21:09:05Z,microservices,PermissionValidator,SERVICE_LOGIC_CHANGE,API,auth,1768,31,1,True,42,15,244,high,187,0,none
EVT-8056010D,2025-06-29T01:35:54Z,microservices,FilterService,SERVICE_LOGIC_CHANGE,SERVICE,search,6,1,1,False,42,19,258,low,4,0,none
EVT-4DA9AF06,2025-06-29T08:52:22Z,monolith,TrendAnalyzer,API_CHANGE,API,analytics,24,1,4,True,42,14,166,low,6,0,none
EVT-181FEB38,2025-06-29T20:48:53Z,monolith,AccountSettings,SERVICE_LOGIC_CHANGE,API,profile,20,1,2,False,1921,19,12,medium,39,0,none
EVT-A6BD6E43,2025-06-29T09:29:25Z,microservices,UserManager,SERVICE_LOGIC_CHANGE,SERVICE,admin,410,7,6,False,42,20,2,medium,20,1,low
EVT-CDCED9AC,2025-06-29T17:37:28Z,monolith,DashboardService,UI_CHANGE,UI,analytics,1671,37,6,True,42,21,84,medium,106,0,none
EVT-4C67AB76,2025-06-29T14:40:52Z,monolith,FacetProcessor,UI_CHANGE,UI,search,8,1,2,False,42,20,269,medium,79,0,none
EVT-EFBECDBF,2025-06-30T19:47:00Z,monolith,CacheManager,UI_CHANGE,UI,search,11,1,2,True,42,16,119,medium,8,0,none
EVT-7D5D9B97,2025-06-30T04:02:13Z,microservices,PrivacyController,CONFIG_CHANGE,API,profile,222,3,2,True,42,18,246,medium,88,0,none
EVT-C7564763,2025-06-30T17:30:08Z,microservices,AutocompleteHandler,API_CHANGE,API,search,79,1,6,True,42,21,35,low,7,1,low
EVT-20DEBD3D,2025-06-30T10:56:08Z,microservices,EventTracker,SERVICE_LOGIC_CHANGE,API,analytics,13,1,0,False,42,14,160,low,9,1,low
EVT-E6993E90,2025-06-30T20:32:26Z,microservices,CredentialStore,UI_CHANGE,UI,auth,72,1,1,True,42,20,48,high,112,0,none
EVT-6A160A44,2025-06-30T08:32:09Z,monolith,AutocompleteHandler,UI_CHANGE,UI,search,784,52,2,True,42,16,102,medium,5,0,none
EVT-F504A691,2025-06-30T20:53:25Z,microservices,QueryOptimizer,SERVICE_LOGIC_CHANGE,API,search,85,1,3,False,42,14,157,low,6,1,high
EVT-EA6C1703,2025-07-01T22:15:28Z,monolith,RefundHandler,API_CHANGE,API,payment,93,1,6,True,42,17,80,high,92,0,none
EVT-E94045F2,2025-07-01T12:27:54Z,microservices,DashboardService,SERVICE_LOGIC_CHANGE,SERVICE,analytics,56,1,2,False,42,21,267,medium,11,0,none
EVT-4AE2EBFA,2025-07-01T07:39:06Z,microservices,TransactionProcessor,SERVICE_LOGIC_CHANGE,SERVICE,payment,67,2,2,True,42,16,55,medium,26,1,low
EVT-22CF8B6C,2025-07-01T06:06:55Z,monolith,ProfileValidator,API_CHANGE,API,profile,27,1,3,False,42,21,9,medium,21,0,none
EVT-C52C3152,2025-07-01T03:37:12Z,monolith,ProfileService,API_CHANGE,API,profile,16,1,3,False,42,18,295,medium,18,0,none
EVT-D83A1519,2025-07-01T21:01:17Z,monolith,AutocompleteHandler,API_CHANGE,API,search,72,1,9,False,42,19,73,low,48,1,low
EVT-E828D29B,2025-07-01T03:03:45Z,microservices,PermissionValidator,SERVICE_LOGIC_CHANGE,API,auth,100,1,6,True,42,21,256,medium,25,1,medium
EVT-F4119052,2025-07-02T05:10:37Z,microservices,InvoiceGenerator,API_CHANGE,API,payment,73,1,0,True,42,15,258,medium,13,0,none
EVT-58414D61,2025-07-02T18:02:09Z,monolith,PayoutController,SERVICE_LOGIC_CHANGE,API,payment,595,7,3,False,42,19,303,medium,36,0,none
EVT-002736D0,2025-07-02T10:34:04Z,microservices,CacheManager,API_CHANGE,API,search,389,14,0,False,42,14,289,medium,25,0,none
EVT-4F6D8266,2025-07-02T03:16:28Z,microservices,ProfileService,SERVICE_LOGIC_CHANGE,SERVICE,profile,74,1,4,False,42,20,294,medium,27,0,none
EVT-D40E780F,2025-07-02T16:17:14Z,microservices,FacetProcessor,API_CHANGE,API,search,73,1,0,False,42,15,105,medium,81,1,medium
EVT-74F815D2,2025-07-02T06:41:50Z,microservices,ConfigManager,CONFIG_CHANGE,SERVICE,admin,52,2,1,False,42,21,267,high,26,0,none
EVT-902BC297,2025-07-02T22:59:49Z,monolith,MetricsCollector,CONFIG_CHANGE,SERVICE,analytics,71,2,5,True,42,17,19,high,35,0,none
EVT-87D4E734,2025-07-03T09:36:29Z,monolith,FeatureFlagService,API_CHANGE,API,admin,10,1,1,True,42,15,290,medium,8,0,none
EVT-8D07EF99,2025-07-03T02:16:51Z,microservices,SessionController,CONFIG_CHANGE,SERVICE,auth,88,3,2,True,42,17,19,high,100,0,none
EVT-F9A06285,2025-07-03T12:26:24Z,monolith,CacheManager,SERVICE_LOGIC_CHANGE,SERVICE,search,74,1,2,True,42,19,262,medium,36,1,medium
EVT-ABB4E934,2025-07-03T21:03:55Z,microservices,UserAuthenticator,API_CHANGE,API,auth,38,1,1,False,42,19,340,medium,39,1,low
EVT-6D1501C1,2025-07-03T00:01:48Z,microservices,TokenManager,SERVICE_LOGIC_CHANGE,SERVICE,auth,100,1,2,True,42,14,91,medium,9,0,none
EVT-9D6EF564,2025-07-03T02:10:44Z,monolith,IndexManager,API_CHANGE,API,search,57,3,4,True,42,13,189,medium,11,0,none
EVT-E0188706,2025-07-03T18:38:03Z,microservices,IndexManager,CONFIG_CHANGE,SERVICE,search,220,12,1,False,42,15,201,high,71,0,none
EVT-3CEAE9C0,2025-07-04T09:08:26Z,microservices,SharedLibrary,SERVICE_LOGIC_CHANGE,SERVICE,misc,471,16,2,False,1939,19,133,low,50,0,none
EVT-8C90CF1D,2025-07-04T01:45:18Z,monolith,OAuthProvider,UI_CHANGE,UI,auth,26,1,10,True,1939,13,121,high,168,1,low
EVT-1C2D0C65,2025-07-04T00:41:39Z,monolith,BillingService,API_CHANGE,API,payment,100,1,1,True,42,13,164,medium,23,0,none
EVT-A6AB303E,2025-07-04T14:23:11Z,monolith,UtilityService,API_CHANGE,API,misc,37,1,6,False,42,19,188,low,12,1,medium
EVT-9D92CDD0,2025-07-04T00:45:08Z,microservices,MetricsCollector,CONFIG_CHANGE,SERVICE,analytics,32,1,0,False,42,19,138,low,9,0,none
EVT-C251EE44,2025-07-04T03:47:08Z,microservices,UserAuthenticator,API_CHANGE,API,auth,339,7,1,True,42,13,281,low,46,1,medium
EVT-3EAD0A60,2025-07-05T14:34:28Z,microservices,InvoiceGenerator,UI_CHANGE,UI,payment,14,1,2,True,42,13,272,high,21,0,none
EVT-C9D473F6,2025-07-05T09:36:48Z,monolith,FeatureFlagService,SERVICE_LOGIC_CHANGE,API,admin,26,1,4,False,42,16,49,medium,84,1,high
EVT-6CDA8F13,2025-07-05T15:49:28Z,microservices,LoginHandler,API_CHANGE,API,auth,37,1,0,True,1943,20,197,medium,6,0,none
EVT-A360A941,2025-07-05T23:21:24Z,monolith,RoleController,API_CHANGE,API,admin,313,6,3,False,42,21,98,low,15,1,low
EVT-6A64ADC5,2025-07-05T11:29:45Z,microservices,FeatureFlagService,API_CHANGE,API,admin,334,16,7,False,42,13,30,medium,115,1,low
EVT-FAA3AEE6,2025-07-05T17:18:52Z,monolith,SupportService,SERVICE_LOGIC_CHANGE,API,misc,91,2,5,True,42,20,198,low,9,0,none
EVT-7D27A509,2025-07-05T13:20:01Z,microservices,QueryOptimizer,UI_CHANGE,UI,search,48,1,2,True,42,21,21,medium,96,1,medium
EVT-3E8DEDFD,2025-07-06T00:12:20Z,microservices,QueryOptimizer,CONFIG_CHANGE,API,search,18,1,2,True,42,14,200,high,45,0,none
EVT-3CF81A3F,2025-07-06T00:24:03Z,monolith,ReportGenerator,UI_CHANGE,UI,analytics,226,3,3,True,1951,17,10,medium,14,1,low
EVT-A431E4C2,2025-07-06T07:53:28Z,monolith,SystemMonitor,SERVICE_LOGIC_CHANGE,SERVICE,admin,60,1,7,False,42,19,340,low,11,1,low
EVT-DF6BA65A,2025-07-06T21:23:11Z,microservices,TrendAnalyzer,SERVICE_LOGIC_CHANGE,SERVICE,analytics,31,1,6,True,42,16,253,high,31,0,none
EVT-CA8DAA83,2025-07-06T04:27:47Z,microservices,DashboardService,SERVICE_LOGIC_CHANGE,API,analytics,86,1,3,False,42,21,11,low,48,0,none
EVT-8D9510FA,2025-07-06T09:07:57Z,monolith,EventTracker,CONFIG_CHANGE,SERVICE,analytics,482,9,4,True,42,20,264,low,13,1,medium
EVT-F087C081,2025-07-06T04:49:05Z,monolith,CredentialStore,API_CHANGE,API,auth,15,1,3,True,42,20,125,high,127,1,high
EVT-F6B536E9,2025-07-07T23:29:10Z,monolith,QueryOptimizer,UI_CHANGE,UI,search,13,1,6,False,42,16,352,high,80,0,none
EVT-0B7236EE,2025-07-07T11:02:33Z,microservices,PrivacyController,API_CHANGE,API,profile,50,2,4,False,42,20,238,high,32,1,medium
EVT-98D6C159,2025-07-07T14:17:05Z,microservices,CredentialStore,API_CHANGE,API,auth,90,1,1,False,42,18,145,high,144,1,high
